date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:06:26	613/613	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Nov%202022%2018:51:57%20GMT	https://alph.network/robots.txt		(from )
02:06:26	49271/49271	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jun%202023%2019:50:44%20GMT	https://alph.network/	C:/My%20Web%20Sites/alph%20net/alph.network/index.html	(from )
02:06:26	4284/4284	---M--	200	added ('OK')	image/png	etag:%226356d441-10bc%22	https://alph.network/img/favicon.png	C:/My%20Web%20Sites/alph%20net/alph.network/img/favicon.png	(from https://alph.network/)
02:06:28	4475/4475	---M--	200	added ('OK')	image/png	etag:%226356dea6-117b%22	https://alph.network/img/favicon/apple-icon-57x57.png	C:/My%20Web%20Sites/alph%20net/alph.network/img/favicon/apple-icon-57x57.png	(from https://alph.network/)
02:06:28	719535/719535	---M--	200	added ('OK')	image/png	etag:%2263a9d7e2-afaaf%22	https://alph.network/img/cover.png	C:/My%20Web%20Sites/alph%20net/alph.network/img/cover.png	(from https://alph.network/)
02:06:28	4467/4467	---M--	200	added ('OK')	image/png	etag:%226356dea6-1173%22	https://alph.network/img/favicon/apple-icon-60x60.png	C:/My%20Web%20Sites/alph%20net/alph.network/img/favicon/apple-icon-60x60.png	(from https://alph.network/)
02:06:29	4517/4517	---M--	200	added ('OK')	image/png	etag:%226356dea6-11a5%22	https://alph.network/img/favicon/apple-icon-72x72.png	C:/My%20Web%20Sites/alph%20net/alph.network/img/favicon/apple-icon-72x72.png	(from https://alph.network/)
02:06:29	4814/4814	---M--	200	added ('OK')	image/png	etag:%226356dea7-12ce%22	https://alph.network/img/favicon/apple-icon-76x76.png	C:/My%20Web%20Sites/alph%20net/alph.network/img/favicon/apple-icon-76x76.png	(from https://alph.network/)
02:06:30	5078/5078	---M--	200	added ('OK')	image/png	etag:%226356dea7-13d6%22	https://alph.network/img/favicon/apple-icon-114x114.png	C:/My%20Web%20Sites/alph%20net/alph.network/img/favicon/apple-icon-114x114.png	(from https://alph.network/)
02:06:30	5178/5178	---M--	200	added ('OK')	image/png	etag:%226356dea7-143a%22	https://alph.network/img/favicon/apple-icon-120x120.png	C:/My%20Web%20Sites/alph%20net/alph.network/img/favicon/apple-icon-120x120.png	(from https://alph.network/)
02:06:31	5601/5601	---M--	200	added ('OK')	image/png	etag:%226356dea8-15e1%22	https://alph.network/img/favicon/apple-icon-144x144.png	C:/My%20Web%20Sites/alph%20net/alph.network/img/favicon/apple-icon-144x144.png	(from https://alph.network/)
02:06:31	6513/6513	---M--	200	added ('OK')	image/png	etag:%226356dea8-1971%22	https://alph.network/img/favicon/apple-icon-152x152.png	C:/My%20Web%20Sites/alph%20net/alph.network/img/favicon/apple-icon-152x152.png	(from https://alph.network/)
02:06:31	6107/6107	---M--	200	added ('OK')	image/png	etag:%226356dea8-17db%22	https://alph.network/img/favicon/apple-icon-180x180.png	C:/My%20Web%20Sites/alph%20net/alph.network/img/favicon/apple-icon-180x180.png	(from https://alph.network/)
02:06:32	2359/2359	---M--	200	added ('OK')	image/png	etag:%226356dea5-937%22	https://alph.network/img/favicon/android-icon-192x192.png	C:/My%20Web%20Sites/alph%20net/alph.network/img/favicon/android-icon-192x192.png	(from https://alph.network/)
02:06:32	4292/4292	---M--	200	added ('OK')	image/png	etag:%226356deaa-10c4%22	https://alph.network/img/favicon/favicon-32x32.png	C:/My%20Web%20Sites/alph%20net/alph.network/img/favicon/favicon-32x32.png	(from https://alph.network/)
02:06:33	4885/4885	---M--	200	added ('OK')	image/png	etag:%226356deaa-1315%22	https://alph.network/img/favicon/favicon-96x96.png	C:/My%20Web%20Sites/alph%20net/alph.network/img/favicon/favicon-96x96.png	(from https://alph.network/)
02:06:33	4215/4215	---M--	200	added ('OK')	image/png	etag:%226356deaa-1077%22	https://alph.network/img/favicon/favicon-16x16.png	C:/My%20Web%20Sites/alph%20net/alph.network/img/favicon/favicon-16x16.png	(from https://alph.network/)
02:06:34	720/720	---MCZ	200	added ('OK')	application/json	etag:W/%222d0-5ebcc4729658e%22	https://alph.network/img/favicon/manifest.json	C:/My%20Web%20Sites/alph%20net/alph.network/img/favicon/manifest.json	(from https://alph.network/)
02:06:34	5601/5601	---M--	200	added ('OK')	image/png	etag:%226356deab-15e1%22	https://alph.network/img/favicon/ms-icon-144x144.png	C:/My%20Web%20Sites/alph%20net/alph.network/img/favicon/ms-icon-144x144.png	(from https://alph.network/)
02:06:35	25306/25306	---M--	200	added ('OK')	text/javascript	date:Fri,%2002%20Dec%202016%2013:47:27%20GMT	https://s.ytimg.com/yts/jsbin/www-widgetapi-vflS50iB-/www-widgetapi.js	C:/My%20Web%20Sites/alph%20net/s.ytimg.com/yts/jsbin/www-widgetapi-vflS50iB-/www-widgetapi.js	(from https://alph.network/)
02:06:35	1792/1792	---MCZ	200	added ('OK')	text/css	etag:W/%226263927e-700%22	https://alph.network/css/preload.min.css	C:/My%20Web%20Sites/alph%20net/alph.network/css/preload.min.css	(from https://alph.network/)
02:06:36	3064/3064	---MCZ	200	added ('OK')	text/css	etag:W/%226263927e-bf8%22	https://alph.network/css/icomoon.css	C:/My%20Web%20Sites/alph%20net/alph.network/css/icomoon.css	(from https://alph.network/)
02:06:37	126238/126238	---MCZ	200	added ('OK')	text/css	etag:W/%226263927e-1ed1e%22	https://alph.network/css/libs.min.css	C:/My%20Web%20Sites/alph%20net/alph.network/css/libs.min.css	(from https://alph.network/)
02:06:38	44961/44961	---MCZ	200	added ('OK')	text/css	etag:W/%226326da8e-afa1%22	https://alph.network/css/index.min.css	C:/My%20Web%20Sites/alph%20net/alph.network/css/index.min.css	(from https://alph.network/)
02:06:39	1706/1706	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263089f40-6aa%22	https://alph.network/svg/logo.svg	C:/My%20Web%20Sites/alph%20net/alph.network/svg/logo.svg	(from https://alph.network/)
02:06:39	49271/49271	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jun%202023%2019:50:44%20GMT	https://alph.network/index.html	C:/My%20Web%20Sites/alph%20net/alph.network/index-2.html	(from https://alph.network/)
02:06:40	1277228/1277228	---M--	200	added ('OK')	application/pdf	etag:%2263337b12-137d2c%22	https://alph.network/docs/whitepaper-v1.3.pdf	C:/My%20Web%20Sites/alph%20net/alph.network/docs/whitepaper-v1.3.pdf	(from https://alph.network/)
02:06:41	1682/1682	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22626fc6f0-692%22	https://alph.network/svg/herohome1.svg	C:/My%20Web%20Sites/alph%20net/alph.network/svg/herohome1.svg	(from https://alph.network/)
02:06:41	1277228/1277228	---M--	200	added ('OK')	application/pdf	etag:%226335b85a-137d2c%22	https://alph.network/doc/whitepaper-v1.3.pdf	C:/My%20Web%20Sites/alph%20net/alph.network/doc/whitepaper-v1.3.pdf	(from https://alph.network/)
02:06:41	1608/1608	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Nov%202022%2018:51:57%20GMT	https://alph.network/transparent	C:/My%20Web%20Sites/alph%20net/alph.network/transparent	(from https://alph.network/)
02:06:41	2263/2263	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226263927e-8d7%22	https://alph.network/svg/blueshape1.svg	C:/My%20Web%20Sites/alph%20net/alph.network/svg/blueshape1.svg	(from https://alph.network/)
02:06:42	23976/23976	---MCZ	200	added ('OK')	application/json	etag:W/%225da8-5e8f3b7ae58d9%22	https://alph.network/svg/c8W4o0KV3D.json	C:/My%20Web%20Sites/alph%20net/alph.network/svg/c8W4o0KV3D.json	(from https://alph.network/)
02:06:42	13986/13986	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226263927e-36a2%22	https://alph.network/svg/Illustration-2.svg	C:/My%20Web%20Sites/alph%20net/alph.network/svg/Illustration-2.svg	(from https://alph.network/)
02:06:43	25052/25052	---MCZ	200	added ('OK')	application/json	etag:W/%2261dc-5e8f3833299a4%22	https://alph.network/svg/fuwIhdU51r.json	C:/My%20Web%20Sites/alph%20net/alph.network/svg/fuwIhdU51r.json	(from https://alph.network/)
02:06:43	2022/2022	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226263927e-7e6%22	https://alph.network/svg/bgshape_whiteline.svg	C:/My%20Web%20Sites/alph%20net/alph.network/svg/bgshape_whiteline.svg	(from https://alph.network/)
02:06:43	714/714	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226263927e-2ca%22	https://alph.network/svg/ovalwhite.svg	C:/My%20Web%20Sites/alph%20net/alph.network/svg/ovalwhite.svg	(from https://alph.network/)
02:06:44	785/785	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226263927e-311%22	https://alph.network/svg/circles_white.svg	C:/My%20Web%20Sites/alph%20net/alph.network/svg/circles_white.svg	(from https://alph.network/)
02:06:44	2238/2238	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226263927e-8be%22	https://alph.network/svg/white_line.svg	C:/My%20Web%20Sites/alph%20net/alph.network/svg/white_line.svg	(from https://alph.network/)
02:06:45	88843/88843	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226308b543-15b0b%22	https://alph.network/svg/solidity.svg	C:/My%20Web%20Sites/alph%20net/alph.network/svg/solidity.svg	(from https://alph.network/)
02:06:45	9108/9108	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263089f72-2394%22	https://alph.network/svg/joinman.svg	C:/My%20Web%20Sites/alph%20net/alph.network/svg/joinman.svg	(from https://alph.network/)
02:06:46	2077/2077	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226263927e-81d%22	https://alph.network/svg/bgshape_white.svg	C:/My%20Web%20Sites/alph%20net/alph.network/svg/bgshape_white.svg	(from https://alph.network/)
02:06:47	1939/1939	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226263927e-793%22	https://alph.network/svg/bgshape_white2.svg	C:/My%20Web%20Sites/alph%20net/alph.network/svg/bgshape_white2.svg	(from https://alph.network/)
02:06:47	77/77	---MCZ	302	error ('Found')	text/plain	date:Mon,%2011%20Sep%202023%2020:36:48%20GMT	https://unpkg.com/@lottiefiles/lottie-player@latest/dist/lottie-player.js	C:/My%20Web%20Sites/alph%20net/unpkg.com/@lottiefiles/lottie-player@latest/dist/lottie-player.2a.delayed	(from https://alph.network/)
02:06:47	1093797/1093797	---MCZ	200	added ('OK')	application/json	etag:W/%2210b0a5-5e8f4936a0d65%22	https://alph.network/svg/84155-ed-dot-panel.json	C:/My%20Web%20Sites/alph%20net/alph.network/svg/84155-ed-dot-panel.json	(from https://alph.network/)
02:06:47	367111/367111	---MCZ	200	added ('OK')	application/javascript	etag:%2259a07-4AFgJQ3i5PlD1ojTWKqOoTRXKIo%22	https://unpkg.com/@lottiefiles/lottie-player@2.0.2/dist/lottie-player.js	C:/My%20Web%20Sites/alph%20net/unpkg.com/@lottiefiles/lottie-player@2.0.2/dist/lottie-player.js	(from https://alph.network/)
02:06:48	226107/226107	---MCZ	200	added ('OK')	application/json	etag:W/%223733b-5dd4bda0b1b80%22	https://alph.network/lottie/paperplane.json	C:/My%20Web%20Sites/alph%20net/alph.network/lottie/paperplane.json	(from https://alph.network/)
